split,Dialogue_ID,Speaker,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,Utterance_ID,VoicedSegmentsPerSec,alphaRatioUV_sma3nz_amean,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,equivalentSoundLevel_dBp,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,loudnessPeaksPerSec,loudness_sma3_amean,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevNorm,loudness_sma3_stddevRisingSlope,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxUV_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm
dev,0,Monica,19.17636680603028,459.2690124511719,133.37197875976562,0.7154541015625,16.223873138427734,16.87630844116211,16.939327239990234,0.0,0.3651013970375061,93.89535522460938,-164.6558380126953,-0.4220344722270965,1475.30810546875,0.1525789350271225,764.0673217773438,0.2587699592113495,-166.34906005859375,-0.3972885012626648,1192.377685546875,0.2205899208784103,1819.79736328125,0.1380755603313446,-167.2177276611328,-0.3856664896011352,953.2086791992188,0.317082017660141,2859.81640625,0.0650766938924789,2.5517404079437256,0.2348226010799408,0.4949999749660492,0.0733333304524421,0.2849999964237213,0.0543650202453136,1.0,2.34375,-6.2013020515441895,-19.70479965209961,-0.2089599967002868,-30.95145606994629,15.843168258666992,30.95003318786621,0.1159054338932037,0.0143489278852939,0.6258297562599182,31.224897384643555,0.3038618266582489,4.253849506378174,2.161452054977417,2.2556393146514893,0.5459774136543274,2.959627389907837,2.836297035217285,0.7291810512542725,0.1826567649841308,0.5466811656951904,0.9118378162384032,1.1267669200897217,0.6016085743904114,2.462032556533813,25.011085510253903,0.1808876693248748,21.201316833496094,0.2548374533653259,17.01025390625,0.2308179587125778,-2.95420241355896,-4.625771045684815,14.050885200500488,0.3767903447151184,8.092921257019043,0.8115519881248474,3.302897453308105,5.537966728210449,-2.849890947341919,-4.292705535888672,1.1894468069076538,0.7820757031440735,0.0036639594472944,-0.0020645011682063,-0.0241287667304277,-0.6294129490852356,-0.0030762031674385,-3.708617448806762,0.2052143365144729,0.1112217158079147,1.1740663051605225,0.1909126490354538,0.7389177083969116
dev,0,Phoebe,35.5932502746582,120.07913208007812,145.7178955078125,15.71002960205078,26.407379150390625,39.20048141479492,42.117408752441406,78.69480895996094,0.2282620668411255,81.49824523925781,-116.86595153808594,-0.7719430327415466,1320.009765625,0.1384801715612411,663.5534057617188,0.3857564926147461,-96.66525268554688,-0.9243625998497008,1127.531494140625,0.298153281211853,1633.721923828125,0.1612531840801239,-101.3841552734375,-0.8368133306503296,892.69140625,0.4061067998409271,2729.89404296875,0.0830590277910232,6.641196250915527,0.5486575961112976,0.1412499994039535,0.1799999922513961,0.128883421421051,0.1776231974363327,0.0,2.930402994155884,-7.570949077606201,-10.805421829223633,-0.6108889579772949,-28.03716278076172,14.65217399597168,21.55612564086914,0.2864777147769928,0.0252304133027791,2.1524901390075684,21.40729141235352,0.5567587614059448,6.6102447509765625,1.882524371147156,4.67625904083252,0.6190770864486694,4.016545295715332,5.0598978996276855,0.4766208827495575,0.3961698114871979,0.5540248155593872,0.8727906942367554,1.9787966012954712,0.4181625545024872,2.2206156253814697,25.077959060668945,0.3253484666347503,20.478910446166992,0.4460124969482422,-0.0046621393412351,-3646.4658203125,2.493559598922729,6.806647300720215,3.464061737060547,3.8919618129730233,3.870806455612183,3.3372182846069336,-13.551542282104492,-1.290752649307251,-7.238613605499268,-2.3298864364624023,1.2932264804840088,0.560650110244751,0.0140904393047094,-0.0101833129301667,0.0148432152345776,1.5016610622406006,-0.0140144824981689,-0.9825758934020996,0.170883372426033,0.2223102897405624,0.523463249206543,0.1980958878993988,0.5374529957771301
dev,1,All,37.64376831054688,-40.71849060058594,118.2566146850586,15.952369689941406,31.32976531982422,35.52833557128906,47.282135009765625,44.70135498046875,0.2029640674591064,0.0,-95.89122009277344,-0.9812944531440736,1267.0947265625,0.094572827219963,683.7214965820312,0.3434677422046661,-93.99427032470705,-0.9366722106933594,916.2598266601562,0.1499118506908416,1758.672119140625,0.121095210313797,-95.41124725341795,-0.905320405960083,997.513427734375,0.1973055899143219,2741.8046875,0.0748267844319343,5.604945182800293,0.4933844804763794,0.0999999940395355,0.186666652560234,0.0552268028259277,0.036817867308855,5.0,2.91262149810791,-8.740954399108887,-8.236021995544434,-0.4676772654056549,-32.93931579589844,15.248933792114258,16.173065185546875,0.3340452015399933,0.0181429013609886,0.78982013463974,14.431523323059082,0.3671467900276184,3.353820562362671,2.44531774520874,2.752293586730957,0.4650889039039612,-0.9762837290763856,2.723196029663086,0.3477494120597839,0.3068217039108276,0.4360737800598144,0.6545711159706116,2.014418601989746,0.3482290804386139,0.7312397360801697,20.152250289916992,0.2225410044193267,19.412199020385746,0.2212713807821273,-5.722468852996826,-1.4117164611816406,-3.332283496856689,-2.139536142349243,10.17526149749756,0.5708078742027283,12.359210968017578,0.5043507814407349,-10.23476791381836,-0.9152641892433168,-9.06591510772705,-0.9511422514915466,1.137364149093628,0.5193477869033813,0.0419844351708889,-0.0109578948467969,0.0536437183618545,0.2284159064292907,-0.0130261788144707,-0.7311341166496277,0.1256692856550216,0.1264899373054504,0.4032859802246094,0.1301319748163223,0.4637483060359955
dev,1,Chandler,27.821125030517578,1.3900012969970703,254.59119923909506,5.538544336954753,25.14045778910319,27.392566045125324,30.67900212605794,30.01779301961263,0.10607042908668514,58.69256591796875,-141.8765869140625,-0.6124750077724457,1301.305908203125,0.19514383872350052,585.0690714518229,0.46369778116544086,-141.200439453125,-0.5899132589499155,952.9470418294271,0.15884408851464585,1639.9934488932292,0.16024607171614963,-141.78627014160156,-0.5816046496232351,1106.894022623698,0.3050717016061147,2604.7237141927085,0.12147158881028493,4.455427408218384,0.45554669698079425,0.2566666603088379,0.1327777728438377,0.1522379393378893,0.04711361074199274,6.0,2.159908930460612,-2.8033990263938904,-10.96418825785319,-0.5233054459095001,-33.072515487670906,9.487677733103434,18.64920457204183,0.39750559131304425,0.024346867576241465,1.0622563163439434,20.253053347269695,0.34480975568294525,7.920166015625,1.393051286538442,3.5826173623402915,0.42077062527338654,2.4240241249402366,4.5929811000823975,0.3723807434240977,0.22031445304552713,0.3796692093213399,0.5926951964696249,2.604967991511027,0.5176543593406677,3.5431158939997354,23.6947758992513,0.39834565420945484,13.417619705200195,1.3119431535402937,1.642780880133311,5.82293759783109,1.737914428114891,16.324059009552002,20.77364730834961,0.6542359491189321,16.319782892862957,0.730359693368276,-3.7346394856770826,-1.8514695564905803,-6.241329352060954,-1.9871638615926106,1.2016896804173787,0.509579728047053,0.035367732246716764,-0.0029603666625916667,0.041806194931268637,0.5109772980213165,-0.014033459747830967,-0.7502342263857523,0.09430840611457819,0.17941763500372568,0.342304269472758,0.12247363974650698,0.6448612809181213
dev,1,Joey,29.80756123860677,51.36554102102915,114.77196375528972,5.578663508097331,26.440629959106445,30.621479034423828,32.019293467203774,35.10783449808756,0.13357422873377797,72.5662015279134,-102.49022928873698,-0.9585381746292114,1350.9946695963542,0.18113079170385993,657.1328125,0.3766747812430064,-101.61983744303386,-0.8864730993906657,1015.2943725585938,0.4100760916868846,1705.870849609375,0.16651690006256104,-102.00523630777995,-0.8812947869300842,957.4278971354166,0.3516576091448466,2686.8059895833335,0.09168199698130286,5.286588827768962,0.5853999853134155,0.1661519606908162,0.19825396935145057,0.20696494479974104,0.1272862801949183,10.0,2.551666498184204,-6.208589235941569,-9.657569726308187,-0.6150650183359782,-30.841344197591145,12.957730293273926,17.049678802490234,0.39415496587753296,0.016679887659847698,1.0573105017344158,17.919190724690754,0.4578675329685211,3.8113333582878113,3.776266614596049,4.646724700927734,0.478533794482549,4.622696876525879,5.082795143127441,0.45906561613082886,0.24926746884981787,0.4382260243097941,0.7083330949147543,2.580560286839803,0.5052645603815714,3.406953732172648,22.155609130859375,0.4382646481196086,18.058621724446613,0.619676431020101,2.037795513868332,22.384639739990234,2.511456529299418,-1.2830596764882405,9.437052965164185,-20.399471700191498,10.22668425242106,1.6434149543444316,-9.014874935150146,-1.9951544602711995,-7.899226029713948,-1.7309757073720295,1.0838992595672607,0.6056221922238668,0.03313169752558067,-0.0045495348264618,0.04603724305828407,0.4447935422261556,-0.017735942577322267,-0.8497419357299805,0.09268821775913237,0.18257320920626322,0.45846080780029297,0.13898730278015134,0.6572545965512594
dev,1,Monica,31.51630210876465,58.2539291381836,57.75105667114258,9.065330505371094,27.111122131347656,30.9007625579834,36.17645263671875,45.09345626831055,0.1423020213842392,88.1944351196289,-112.1133041381836,-0.8317636251449585,1332.0830078125,0.1367644518613815,650.4508666992188,0.3383912742137909,-112.23453521728516,-0.7944186329841614,999.8775634765624,0.2791381180286407,1710.0782470703125,0.1523327082395553,-113.2720718383789,-0.7763395309448242,984.9170532226562,0.4608167707920074,2669.448486328125,0.0871512815356254,5.827925682067871,0.4554490745067596,0.1918181777000427,0.1828571408987045,0.1960898786783218,0.1578167378902435,12.0,2.4734983444213867,-4.089288711547852,-9.595043182373049,-0.6674525737762451,-32.15426254272461,10.56198024749756,16.52397918701172,0.4067119359970093,0.0194223430007696,1.9808114767074585,17.318763732910156,0.4249573647975921,4.380401611328125,1.974719405174256,4.800936698913574,0.4389600157737732,4.674776077270508,5.992822170257568,0.4752259850502014,0.1872350573539734,0.4088274836540222,0.6624610424041748,3.229384183883667,0.5600043535232544,3.365736722946167,21.32305335998535,0.3844138383865356,13.777856826782228,1.0212148427963257,1.956021189689636,6.900849342346191,5.823225498199463,2.6240344047546387,10.778121948242188,1.3259114027023315,12.218812942504885,1.193503499031067,-11.560558319091797,-0.9503525495529176,-8.308180809020996,-1.2766475677490234,1.1528445482254028,0.6110981702804565,0.0238716583698987,-0.0017928354209288,0.0487324595451355,0.383643239736557,-0.0183702614158391,-0.765723705291748,0.0821987837553024,0.1603069007396698,0.459093689918518,0.118866465985775,0.7291618585586548
dev,1,Phoebe,32.799871826171874,18.27535209655762,57.95878677368164,6.1833335876464846,29.71397171020508,33.11933975219726,35.89730529785156,15.24504566192627,0.07630249708890911,57.21743621826172,-133.4932632446289,-0.6494946718215943,1073.2510498046875,0.15663171410560606,577.1779357910157,0.2443347156047821,-123.83433685302734,-0.7051488161087036,892.1426147460937,0.22269268631935116,1362.378515625,0.09394415169954295,-125.61576690673829,-0.6707531332969665,784.61611328125,0.24204129427671434,2156.50576171875,0.05988482832908626,5.927238941192627,0.34987236857414244,0.2986514240503311,0.16755555570125577,0.1408703453838825,0.11389455124735828,7.8,1.919086217880249,-3.7308350086212156,-4.3647054672241214,-0.8508617877960205,-31.305290985107423,10.965407371520996,12.292331886291503,0.38044368624687197,0.01936051640659568,0.8876527905464172,12.109468841552735,0.4538907527923584,4.226483392715454,1.252776312828064,4.033036947250366,0.5432235419750213,3.5216231107711793,5.340485882759094,0.4856897175312042,0.30148285925388335,0.5042387962341308,0.7871725678443908,2.7318098068237306,0.4530740439891815,2.8421869575977325,16.11713752746582,0.29409215450286863,15.957266998291015,0.5294672667980194,-14.140477561950684,-0.6282034933567047,-10.158757877349853,-1.6457518696784974,0.8141117811203002,2.306138110160828,3.253911924362183,2.2094747543334963,-14.657968139648437,-0.45449638962745664,-13.25880470275879,-0.8308279752731323,0.8647997617721558,0.476937872171402,0.040315705910325,-0.00459080027649176,0.047880046069622,0.2742470860481262,-0.00657384577207266,-0.10733453035354623,0.13968298137187957,0.16172827184200284,0.40495797991752625,0.16658864766359324,0.665826952457428
dev,1,Rachel,42.11024475097656,75.00899505615234,98.85195922851562,14.74258041381836,35.05966567993164,40.59537887573242,49.80224609375,43.4043197631836,0.1622155308723449,49.360294342041016,-142.69180297851562,-0.6010629534721375,1263.90771484375,0.1793694347143173,768.1934814453125,0.350951224565506,-129.91729736328125,-0.6740057468414307,1045.4478759765625,0.3380987644195556,1733.750244140625,0.1296754032373428,-132.04281616210938,-0.6439501047134399,1021.0792236328124,0.3379028141498565,2762.855224609375,0.083382062613964,6.520896434783936,0.4793241322040558,0.2183333337306976,0.1560000032186508,0.1837041676044464,0.087315522134304,7.0,2.2727272510528564,-0.5442835092544556,-3.059817314147949,-1.9181596040725708,-31.6773738861084,10.738130569458008,14.376875877380373,0.5348111391067505,0.0323458798229694,1.2902019023895264,16.12220573425293,0.5100616812705994,6.505617618560791,1.4322243928909302,6.222222328186035,0.5147172212600708,3.738738536834717,3.6749560832977295,0.442900002002716,0.2882408499717712,0.4770856201648712,0.7311408519744873,2.762648820877075,0.4259104132652282,1.7704555988311768,18.009830474853516,0.4654519557952881,14.170503616333008,0.9069440364837646,-15.399876594543455,-0.8292422294616699,-9.80377197265625,-1.6472136974334717,1.2755576372146606,14.98859691619873,3.4397523403167725,5.202531814575195,-14.877411842346191,-0.8441885709762573,-11.067788124084473,-0.8909738063812256,1.0556789636611938,0.5200631618499756,0.0361095182597637,0.0027918252162635,0.061621107161045,0.2440852969884872,-0.0040564970113337,-3.0931644439697266,0.1237233728170394,0.2637670338153839,0.4278819561004638,0.1740932315587997,0.7500175833702087
dev,1,Ross,35.64027214050293,49.17670249938965,329.3251190185547,5.806921005249023,32.29135513305664,35.59790802001953,38.098276138305664,40.028597831726074,0.11781045049428934,376.36783170700073,-110.17279052734375,-0.8333252668380737,1292.10595703125,0.17237904667854304,719.4652099609375,0.3526255488395691,-106.21837615966797,-0.8241721987724304,1110.8184814453125,0.2144441083073616,1724.292724609375,0.16948542743921274,-109.69046020507812,-0.7671642303466797,980.0088806152344,0.3393754512071609,2737.7864990234375,0.1097868494689464,6.086899518966675,0.6825151741504669,0.14203007519245145,0.16944444179534912,0.1294520907104015,0.13525416702032084,4.5,2.8710763454437256,-1.3873283732682467,-8.391472101211548,-1.126657783985138,-30.003792762756348,9.791630268096924,20.395468711853027,0.516751229763031,0.03233930468559265,1.4324745535850525,21.73243808746338,0.5672173202037811,8.169496536254883,1.2850925922393799,4.479499816894531,0.5458016097545624,4.804978132247925,6.236383676528931,0.4995148032903671,0.26733972132205963,0.5696393251419067,0.7668545246124268,2.7921547889709473,0.4722139984369278,3.4439679384231567,22.0479736328125,0.5287554562091827,15.208611488342285,1.054366409778595,1.3428180217742918,-0.2788804769515991,3.097616333514452,125.77830517292023,-1.5500175952911377,0.0949786901473999,0.9564913511276245,-2.6184972524642944,-12.257917881011963,-1.406895399093628,-11.346792697906494,-1.2288424968719482,1.2173093557357788,0.6299972236156464,0.03981713950633995,0.0006643685046583499,0.06068560294806955,0.3605342507362366,-0.0065331468358635495,-3.152379631996155,0.1370168179273605,0.2267735451459884,0.49663151800632477,0.18211857229471207,0.6122490614652634
dev,2,Estelle,42.358665466308594,76.11962000528972,188.41528193155924,9.096974690755209,37.793409983317055,42.884769439697266,46.890384674072266,142.32855288187662,0.132726510365804,256.565975189209,-105.23067474365234,-0.9325155218442281,1241.5057779947917,0.19815257688363386,869.9483032226562,0.29389397799968714,-97.97918955485027,-0.9248020052909851,1080.8739420572917,0.35953720410664874,1868.1081949869792,0.13111745317776993,-98.01385498046875,-0.9184618393580118,836.1963297526041,0.3759918411572774,2862.8518880208335,0.08675491313139594,7.504491488138835,0.6439266204833984,0.2367171744505564,0.35027777155240375,0.19777869308988247,0.2509741485118866,3.0,1.577277660369873,-2.4568117459615073,-6.69481897354126,-1.2191946705182393,-30.795527776082356,9.415660619735718,16.214446703592937,0.5609179536501566,0.0359569241603215,1.566193679968516,16.620223681132,0.7297193805376688,10.474985599517822,1.1662054856618245,3.078920364379883,0.48888365427652997,3.6444687843322754,4.74717911084493,0.6137303511301676,0.18259617437918974,0.4392534891764323,0.7963265180587769,1.9401071071624756,0.6200775702794393,3.0613322257995605,14.365668137868246,0.7416429817676544,12.183627128601074,1.1054782569408417,-10.199223836263021,-2.1308762232462564,-6.532099326451619,1.6657612721125286,1.8001537322998047,1.46420019865036,7.628974596659344,0.2770002086957295,-34.750867207845054,-0.4386920730272929,-24.302053451538086,-0.7471420764923096,1.14205797513326,0.6775304675102234,0.0308515708893537,0.003308277577161767,0.058077264577150296,0.3961496154467265,-0.010657063374916667,-1.4345656633377075,0.11000203713774677,0.19886877139409379,0.6043980817000071,0.15348430971304572,0.8413776159286499
