split,Dialogue_ID,Speaker,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,Utterance_ID,VoicedSegmentsPerSec,alphaRatioUV_sma3nz_amean,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,equivalentSoundLevel_dBp,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,loudnessPeaksPerSec,loudness_sma3_amean,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevNorm,loudness_sma3_stddevRisingSlope,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxUV_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,F0semitone_speakerNorm_sma3nz_amean,F0semitone_speakerNorm_sma3nz_meanFallingSlope,F0semitone_speakerNorm_sma3nz_meanRisingSlope,F0semitone_speakerNorm_sma3nz_pctlrange0-2,F0semitone_speakerNorm_sma3nz_percentile20.0,F0semitone_speakerNorm_sma3nz_percentile50.0,F0semitone_speakerNorm_sma3nz_percentile80.0,F0semitone_speakerNorm_sma3nz_stddevFallingSlope,F0semitone_speakerNorm_sma3nz_stddevNorm,F0semitone_speakerNorm_sma3nz_stddevRisingSlope,jitterLocal_sma3nz_amean_speakerZ,shimmerLocaldB_sma3nz_amean_speakerZ,HNRdBACF_sma3nz_amean_speakerZ,MeanVoicedSegmentLengthSec_speakerZ,VoicedSegmentsPerSec_speakerZ,acoustic_prompt_injection
dev,1,Monica,31.51630210876465,58.2539291381836,57.75105667114258,9.065330505371094,27.111122131347656,30.9007625579834,36.17645263671875,45.09345626831055,0.1423020213842392,88.1944351196289,-112.1133041381836,-0.8317636251449585,1332.0830078125,0.1367644518613815,650.4508666992188,0.3383912742137909,-112.23453521728516,-0.7944186329841614,999.8775634765624,0.2791381180286407,1710.0782470703125,0.1523327082395553,-113.2720718383789,-0.7763395309448242,984.9170532226562,0.4608167707920074,2669.448486328125,0.0871512815356254,5.827925682067871,0.4554490745067596,0.1918181777000427,0.1828571408987045,0.1960898786783218,0.1578167378902435,12.0,2.4734983444213867,-4.089288711547852,-9.595043182373049,-0.6674525737762451,-32.15426254272461,10.56198024749756,16.52397918701172,0.4067119359970093,0.0194223430007696,1.9808114767074585,17.318763732910156,0.4249573647975921,4.380401611328125,1.974719405174256,4.800936698913574,0.4389600157737732,4.674776077270508,5.992822170257568,0.4752259850502014,0.1872350573539734,0.4088274836540222,0.6624610424041748,3.229384183883667,0.5600043535232544,3.365736722946167,21.32305335998535,0.3844138383865356,13.777856826782228,1.0212148427963257,1.956021189689636,6.900849342346191,5.823225498199463,2.6240344047546387,10.778121948242188,1.3259114027023315,12.218812942504885,1.193503499031067,-11.560558319091797,-0.9503525495529176,-8.308180809020996,-1.2766475677490234,1.1528445482254028,0.6110981702804565,0.0238716583698987,-0.0017928354209288,0.0487324595451355,0.383643239736557,-0.0183702614158391,-0.765723705291748,0.0821987837553024,0.1603069007396698,0.459093689918518,0.118866465985775,0.7291618585586548,-8.556718066388033,18.18090896303092,17.67803649598989,-31.007689669781588,-12.961898043805025,-9.172257617169283,-3.896567538433932,5.0204360931578655,-39.930718153768446,48.121414944476214,-0.5499274244433018,-0.21239038597327947,-0.6497707364763642,0.14749010687764072,-0.29765939617434456,"Acoustic deviation summary for Monica (compared to their typical baseline):
- F0 mean: -2.1σ (LOW)
- F0 range: +0.9σ (NORMAL)
- Intensity: +0.0σ (NORMAL)
- Speech rate: -9% (NORMAL)
- Voice quality: normal (jitter -0.5σ)"
dev,8,Monica,33.27308591206869,177.2033166885376,77.17991256713867,14.2037779490153,28.17977333068848,30.45469315846761,42.383551279703774,194.38514200846356,0.309067075451215,42.20302963256836,-133.96391805013022,-0.6755805710951487,1353.3101399739585,0.1377927660942076,703.0351359049479,0.2912746220827102,-129.58266957600912,-0.6737227638562521,1047.3623860677085,0.269063835342725,1753.6630452473958,0.1125220557053883,-130.546267191569,-0.6543132662773132,997.3160196940104,0.416496217250824,2760.3033040364585,0.0862139537930488,5.327195405960083,0.8728269139925638,0.1911190425356228,0.121174598733584,0.1668020660678545,0.0897412709891795,4.0,2.8937901655832925,-7.432638168334961,-8.392983436584473,-0.8429680367310842,-33.00067901611328,15.399333953857422,17.117603937784832,0.4831508696079254,0.0164817189797758,1.7236533164978027,15.799026171366371,0.58305757244428,3.2600746552149453,-0.8776926696300507,4.082701603571574,0.4261161585648854,4.509796142578125,5.69967254002889,0.4168201486269633,0.2139050712188084,0.3928330341974894,0.6307252248128256,2.563060760498047,0.5468181669712067,3.433971087137858,18.59405072530111,0.490975151459376,16.79241943359375,0.6317078272501627,-3.190637191136678,-0.6169931888580322,0.3601516485214234,3.516317129135132,5.884577790896098,-2.0204060872395826,6.297758460044861,4.61197590827942,-14.380707581837973,-1.197920938332876,-8.316065231959024,-1.7588801383972168,1.2665719588597617,0.5826964279015859,0.0006907850814362,-0.0037800328961262,0.0137243433855473,-0.2456970810890199,-0.0115400973396996,-1.1408812999725342,0.1212091743946074,0.1646975278854369,0.4900895257790883,0.1386942664782206,0.716738224029541,-6.799934263083994,137.1302965133849,37.106892391985994,-25.86924222613738,-11.893246844464205,-9.618327016685072,2.3105311045510923,154.3121218333109,-39.76395309970147,2.1300094574156767,-0.9023434315081652,0.41979492088860115,-1.003193398443779,-0.6976133156013329,0.21626418957413462,"Acoustic deviation summary for Monica (compared to their typical baseline):
- F0 mean: -1.7σ (LOW)
- F0 range: +4.4σ (WIDE — emotional activation)
- Intensity: +0.0σ (NORMAL)
- Speech rate: +7% (NORMAL)
- Voice quality: normal (jitter -0.9σ)"
dev,18,Monica,34.81336212158203,21.79305623968442,81.7671634356181,3.2264255947536893,33.58270772298177,35.4995846218533,36.80913331773546,20.20363630188836,0.0702095139357778,47.32881493038602,-112.04922654893664,-0.873672624429067,967.1348334418404,0.1293648911847008,671.7869194878472,0.1728720598750644,-107.09906726413304,-0.8709715803464254,805.1867201063368,0.2307347738080554,1433.826877170139,0.0824705445104174,-109.05553436279295,-0.8090860380066766,685.209703233507,0.30407800939348,2213.6959092881943,0.0622527591056293,6.674951235453288,0.3206904861662123,0.1766865005095799,0.1652392372488975,0.0667506773024797,0.129051220913728,6.555555555555555,2.391285869810316,-5.645512594117059,-4.548723088370429,0.1877149144808451,-28.778511471218533,12.760779009924995,12.144586775037975,0.4101318352752262,0.0154681036041842,0.8542346689436171,11.542915132310656,0.5246347818109725,4.924638165367974,2.207891517215305,5.835289266374376,0.6148013207647536,5.902296145757039,8.401538557476467,0.4619188639852736,0.3832351979282167,0.5850023395485349,0.8451540602578057,3.129528800646464,0.4449511104159885,4.783897161483765,9.969395478566488,0.6171593798531426,10.238013055589464,1.214540981584125,-9.397717350059086,-1.9840117825402157,-4.688462866677178,1.9233284791310623,-3.957462125354343,0.0105408959918551,2.303134044011434,-1.0667176296313603,-16.082990328470867,-0.5671549604998695,-12.889249414205551,-3.1077205406294928,0.8085596031612821,0.4618939161300659,0.0153177525434228,-0.0062567420245613,0.0322866221475932,0.2281112869580586,-0.0066009323216146,-1.0953439341651068,0.1906573983530203,0.2175885869397057,0.3849877152178023,0.2540215907825363,0.6073822644021776,-5.259658053570651,-18.27996393546826,41.694143260465424,-36.846594580399,-6.490312452170909,-4.573435553299381,-3.263886857417224,-19.869383873264326,-40.002810661216905,7.2557947552333335,-1.0238191049758743,-2.126193596907643,-0.05192786554227968,-0.09389019537222218,-0.3981870001343113,"Acoustic deviation summary for Monica (compared to their typical baseline):
- F0 mean: -1.3σ (LOW)
- F0 range: -0.7σ (NORMAL)
- Intensity: +0.0σ (NORMAL)
- Speech rate: -12% (NORMAL)
- Voice quality: normal (jitter -1.0σ)"
dev,20,Monica,40.3138542175293,140.67652384440103,48.17490394910177,8.416637420654297,36.65196482340495,39.13997014363607,45.06860224405924,135.11679140726724,0.109829639395078,40.76645723978678,-134.6035614013672,-0.6538891196250916,1352.8597412109375,0.1459824567039807,755.9964599609375,0.3682066599527995,-122.48428853352864,-0.7068495253721873,1076.06396484375,0.2415691191951433,1770.0008951822915,0.1513535728057225,-123.68565368652344,-0.6859199702739716,1002.6519978841146,0.3609254658222198,2764.4917805989585,0.0865086317062377,6.778232256571452,0.4815583129723866,0.1504166573286056,0.1473284251987933,0.1257221102714538,0.0941101030136147,3.0,3.172967036565145,-4.597833514213562,-6.186906258265178,0.2665000160535176,-29.69639841715495,12.356491883595783,14.332020918528238,0.8267747163772583,0.0236809402704238,0.9450220664342244,14.11119508743286,0.6962644259134928,7.60814094543457,1.0365429520606997,5.351555983225505,0.5670285721619924,7.071360905965169,6.820075352986653,0.5558463136355082,0.27857339878877,0.5362255076567332,0.8344197273254395,3.4800278345743814,0.5249112149079641,3.526952743530273,13.922560214996338,-0.0543238917986552,11.179814338684082,0.0348966022332509,-4.810398538907369,-4.240923404693604,1.2847848584254584,36.03859361012777,2.454411029815674,1.6307076662778854,3.9302900234858194,4.56343658765157,-12.811727921168009,-1.0823137164115906,-9.271719137827557,-1.8180499871571856,1.3071359197298684,0.4961099127928416,0.0263872711608806,-0.0030723231223721,0.0513516130546728,0.4711885849634806,-0.0071880978066474,-1.9535669088363647,0.1522534415125846,0.2326682806015014,0.5559224088986715,0.1949032098054886,0.7623047431310018,0.2408340423766165,100.60350366924835,8.101883773949087,-31.656382754498388,-3.421055351747731,-0.9330500315166093,4.995582068906561,95.04377123211455,-39.963190535757604,0.6934370646340953,-0.039560293264913525,0.6452809308765424,0.02096937106587159,-0.3392835924601894,0.5576355210370998,"Acoustic deviation summary for Monica (compared to their typical baseline):
- F0 mean: +0.1σ (NORMAL)
- F0 range: +0.2σ (NORMAL)
- Intensity: +0.0σ (NORMAL)
- Speech rate: +17% (NORMAL)
- Voice quality: normal (jitter -0.0σ)"
dev,25,Monica,42.44746398925781,58.4507942199707,44.70786380767822,9.412237167358398,37.40081405639648,43.8565788269043,46.81305122375488,28.76246166229248,0.1343289874494075,38.09383964538574,-104.21181106567384,-0.8822806775569916,1357.0178833007812,0.2214115858078003,825.5964050292969,0.2849079519510268,-97.04094314575195,-0.8866389691829681,1088.716827392578,0.3347765803337096,1812.065490722656,0.1438298970460891,-97.73779678344728,-0.8792018294334413,852.9517822265625,0.334769532084465,2810.7342529296875,0.0796697176992893,7.863356113433838,0.5128769129514694,0.1400624960660934,0.1914999932050704,0.184996373951435,0.1266062706708908,2.5,2.8407946825027466,-7.341051578521728,-7.882934331893921,-1.1206195652484894,-33.68475151062012,15.496880054473875,17.1652250289917,0.5338525772094727,0.0226312968879937,1.433448612689972,15.4290771484375,0.8869515806436539,8.069902658462524,1.013678014278412,3.857068419456482,0.3432943820953369,4.52171516418457,5.172242403030396,0.3737275898456573,0.1328425556421279,0.2897904366254806,0.5065701454877853,2.907128632068634,0.6798608005046844,3.2148101329803467,18.76536369323731,0.5509337782859802,17.333012580871582,0.5806907266378403,-8.203454971313477,-2.1682738065719604,-2.8712444603443146,18.108228564262397,-1.3082972168922424,-13.35621738433838,-1.1330786272883415,-50.02501082420349,-22.6191873550415,-0.6325282752513885,-16.65061855316162,-0.845119833946228,1.0943585634231567,0.5236283540725708,0.0403410680592059,-0.0082966592162847,0.068007044494152,0.347882866859436,-0.0131976138800381,-1.1750160157680511,0.0762114506214856,0.1408939771354198,0.6951525807380676,0.1119490563869476,0.91309854388237,2.3744438141051294,18.37777404481802,4.634843632525541,-30.660783007794286,-2.672206118756205,3.783558651751615,6.740031048602202,-11.310558512860197,-39.93869118770328,-1.9791805297669394,-0.16535370549211112,-0.5375009291843705,0.7868654639438227,0.2659045529706287,0.15146247961476988,"Acoustic deviation summary for Monica (compared to their typical baseline):
- F0 mean: +0.6σ (NORMAL)
- F0 range: +0.7σ (NORMAL)
- Intensity: +0.0σ (NORMAL)
- Speech rate: +5% (NORMAL)
- Voice quality: normal (jitter -0.2σ)"
dev,26,Monica,46.20964088439941,49.92613174915313,61.85192455649376,4.061845779418945,44.495426940917966,46.39181060791016,48.55727272033691,69.93267097473145,0.0662204230204224,60.77603425979614,-116.4400146484375,-0.8344526290893555,1221.7268188476562,0.2390125170350074,940.7061950683594,0.2348175078630447,-105.0009521484375,-0.8925565481185913,1102.3733764648437,0.2985431373119354,1893.89951171875,0.1183712035417556,-107.20816650390626,-0.8371843576431275,960.8443237304688,0.3346582189202308,2872.6562255859376,0.0761868689209222,8.412458038330078,0.4884847447276115,0.1897772371768951,0.2018257863819598,0.1726479069795459,0.1181325241923331,7.6,2.625781273841858,-3.123367303609848,-3.991089904308319,-0.9812200784683226,-29.15564727783203,12.048250293731687,14.72048478126526,0.6456819087266922,0.0226447006687521,1.231997275352478,12.178541088104248,0.9728378742933274,5.491398358345032,2.0664633214473724,4.5373434066772464,0.6133336126804352,4.268014991283417,6.710296630859375,0.6101740568876266,0.2974623747169971,0.6125993177294731,0.9076364278793336,2.52106169462204,0.5424401491880417,3.672933650016785,15.01003155708313,0.7672312498092652,13.819938564300536,0.7402114003896714,-21.535942220687865,-0.922284585237503,-16.97363886833191,-18.04319175481796,-2.98057673573494,2.0463168263435363,-1.230810785293579,-0.4224244117736816,-21.558117389678955,-0.7252600014209747,-16.785562086105347,-1.1020550578832626,1.0812493205070497,0.6507615834474564,0.05612681703642,0.001168141409289,0.0716679573059081,0.3646695241332054,-0.0021153077017515,-3.083380699157715,0.164612928032875,0.2742130272090435,0.50134217441082,0.220271074026823,0.7276295363903046,6.13662070924673,9.853111574000451,21.778904381341086,-36.01117439573373,4.422406765765279,6.318790432757479,8.484252545184232,29.85965079957877,-40.00679975213226,20.703014084643463,-0.16374734342041353,-0.6103722863129597,1.174429534358622,0.4073767239819872,-0.11145118274850446,"Acoustic deviation summary for Monica (compared to their typical baseline):
- F0 mean: +1.5σ (HIGH)
- F0 range: -0.8σ (NORMAL)
- Intensity: +0.0σ (NORMAL)
- Speech rate: -3% (NORMAL)
- Voice quality: normal (jitter -0.2σ)"
dev,27,Monica,42.81741587320963,27.552438100179035,85.98325602213542,11.67197291056315,35.76112365722656,44.27637354532877,47.43309656778971,18.916540145874023,0.1579236810406049,27.04198710123698,-135.60216013590494,-0.6427747011184692,1267.093017578125,0.1665115455786386,856.4559936523438,0.2299232284228006,-124.6245600382487,-0.6898261904716492,1175.2828776041667,0.307017629345258,1872.6224365234373,0.1248884995778401,-125.32705942789714,-0.6791784564654032,899.2130533854166,0.3057252267996469,2826.9790852864585,0.0726903850833574,6.049647808074951,0.5520868500073751,0.161587302883466,0.1227777699629465,0.1394355371594428,0.0562914609909057,2.6666666666666665,3.350013812383016,-0.8933449387550354,-6.26293929417928,-0.9288251201311748,-27.914981206258137,11.75389035542806,18.6905460357666,0.4127047061920166,0.0285831925769646,0.7782605687777201,16.26230017344157,0.4693447699149449,8.067784309387207,1.4524083336194356,4.319940805435181,0.6989903450012207,5.181849956512451,4.671481053034465,0.4632751146952311,0.4672441184520721,0.7001941204071045,0.9305192430814108,2.633103887240092,0.382969672481219,1.9436564445495603,18.235915501912437,0.3368338296810786,14.094733874003092,0.701915462811788,-14.16680876413981,-1.4422123332818348,-12.92298952738444,-1.501502513885498,-6.745274543762207,-3.2111956675847373,-5.513666868209839,-3.243609070777893,-24.88066864013672,-0.4800435304641723,-18.249675114949543,-0.7320461471875509,1.5129529635111492,0.4832350711027781,0.067041998108228,-0.0012276639851431,0.0764590551455815,0.2440457294384637,-0.0111641939729451,-1.1040546695391338,0.2705905586481094,0.3476308286190033,0.5438474416732788,0.2802241742610931,0.6821702917416891,2.74439569805695,-12.520582074973651,45.91023584698274,-28.401047264589536,-4.31189651792612,4.203353370176082,7.360076392637029,-21.156480029278658,-39.91509649411208,-13.0310330739157,0.5479450019246986,1.7893719662259782,-0.4932760571459923,-0.6756485027840007,0.7741244206354496,"Acoustic deviation summary for Monica (compared to their typical baseline):
- F0 mean: +0.7σ (NORMAL)
- F0 range: +1.2σ (NORMAL)
- Intensity: +0.0σ (NORMAL)
- Speech rate: +23% (NORMAL)
- Voice quality: normal (jitter +0.5σ)"
dev,28,Monica,33.48280715942383,12.626803398132324,81.47541046142578,2.949178695678711,31.69191169738769,32.78443908691406,34.641090393066406,9.690118789672852,0.0706578120589256,61.414310455322266,-112.85254669189452,-0.8007395267486572,1398.438720703125,0.1128735169768333,596.2041015625,0.3257114291191101,-116.12440490722656,-0.7350556254386902,1103.028076171875,0.2266047000885009,1569.4517822265625,0.1643009781837463,-120.81257629394533,-0.6682407855987549,946.3870239257812,0.3668565452098846,2655.473876953125,0.1136503890156745,7.42952823638916,0.318660706281662,0.1266666650772094,0.1083333268761634,0.088443323969841,0.0751480013132095,5.0,3.921568632125856,-13.831476211547852,-13.981427192687988,-0.5226103663444519,-30.235515594482425,23.05130195617676,24.826637268066406,0.313305139541626,0.0177460703998804,1.0570441484451294,20.46507835388184,0.3345966935157776,-4.948349952697754,-1.5821441411972046,3.773585081100464,0.3414525389671325,4.682409763336182,5.457765102386475,0.3989866971969604,0.1326141953468322,0.230684295296669,0.5316008925437927,3.376383781433105,0.7850267291069031,2.346545696258545,33.10000228881836,0.3849733173847198,26.214927673339844,0.5456189513206482,7.669196128845215,1.8331626653671265,12.860340118408203,1.254751682281494,-2.493648052215576,-6.629626274108887,1.800482153892517,7.689383506774902,-8.081676483154297,-2.1493120193481445,-4.011844158172607,-3.793676853179932,1.3402739763259888,0.71381676197052,-0.0013389406958594,-0.012796327471733,0.0251489635556936,0.7293586730957031,-0.0244216956198215,-0.7772253751754761,0.0885388925671577,0.1936410069465637,0.6065524220466614,0.1354264467954635,0.8748391270637512,-6.590213015728852,-27.446216777020357,41.402390286273096,-37.12384147947397,-8.381108477764993,-7.288581088238621,-5.431929782086279,-30.382901385479826,-40.00236236309375,21.34129028016958,-0.7508185592977197,0.8294879954810324,0.48066348164587697,-0.8735496894076907,1.4730090708340373,"Acoustic deviation summary for Monica (compared to their typical baseline):
- F0 mean: -1.6σ (LOW)
- F0 range: -0.7σ (NORMAL)
- Intensity: +0.0σ (NORMAL)
- Speech rate: +44% (FAST)
- Voice quality: normal (jitter -0.8σ)"
dev,29,Monica,40.93747647603353,26.538381099700928,35.06165790557861,5.774218877156575,37.98519388834635,41.62570063273112,43.75941276550293,17.51368196805318,0.0838007306059201,39.75822559992472,-91.4280776977539,-1.2003709971904757,1330.9634806315105,0.1758914018670717,858.6026611328125,0.2714520518978436,-87.11451466878255,-1.1743418375651042,1121.6555582682292,0.3048170010248819,1814.1612141927085,0.1121596420804659,-89.38884862263997,-1.0804865558942158,957.7418314615884,0.3652286281188329,2812.4149576822915,0.0811567256848016,7.070433457692464,0.530034601688385,0.2462023763606945,0.3818849101662636,0.2537579246175785,0.177827720840772,4.833333333333333,1.8133213420708971,-5.7123740911483765,-4.274743062754472,-8.917960902055105,-34.8323917388916,13.883222421010336,14.771258195241291,0.5801409482955933,0.0198941002599894,1.4278042415777843,12.327452341715494,0.8684487243493398,2.487981081008911,-3.2559710144996643,3.8543426990509033,0.3638297071059544,3.813619414965312,5.685567855834961,0.3791594803333282,0.1822403675566116,0.291717833528916,0.5613998472690582,1.892905821402868,0.677084798614184,3.222869137922922,17.608774820963543,0.4278356879949569,15.742105642954508,0.5935547053813934,-20.29293632507324,-0.8464685479799906,-11.42757272720337,-3.262099891901016,0.1818001667658488,-3.365549703439077,2.3167616526285806,-0.7317827145258585,-26.09389432271321,-0.5969566951195399,-18.06895128885905,-0.9786239961783092,1.1287538707256315,0.5685173273086548,0.039103851498415,0.000620757365444,0.0630758677919705,0.3658421238263448,-0.0025500787329898,-0.3603602349758148,0.0501490741347272,0.1517163192232449,0.6444016844034195,0.1058769555141527,0.9780226349830629,0.864456300880851,-13.534639075451752,-5.01136226957407,-34.29880129799611,-2.087826286806333,1.5526804575784359,3.6863925903502484,-22.5593382070995,-39.98921944454676,-0.3147945752279636,-0.4933901696255579,-0.3463050883546453,0.22720919968776582,2.8743402507337548,-1.1049093001546253,"Acoustic deviation summary for Monica (compared to their typical baseline):
- F0 mean: +0.2σ (NORMAL)
- F0 range: -0.4σ (NORMAL)
- Intensity: +0.0σ (NORMAL)
- Speech rate: -33% (SLOW)
- Voice quality: normal (jitter -0.5σ)"
dev,33,Monica,43.68807601928711,89.49480438232422,765.9744262695312,16.20030975341797,35.90168762207031,41.981082916259766,52.10199737548828,65.19939422607422,0.1824100762605667,660.4099731445312,-81.14303588867188,-1.052090048789978,1157.870361328125,0.3085906505584717,843.8455810546875,0.2865277230739593,-64.7017593383789,-1.208287477493286,1013.9256591796876,0.2450553178787231,1861.146484375,0.1443468779325485,-64.00293731689453,-1.2291499376296997,931.1871337890624,0.352976530790329,2830.36376953125,0.0873565450310707,3.393566608428955,1.838595390319824,0.0558823533356189,0.1338095217943191,0.0222443174570798,0.1058964431285858,1.0,4.952830314636231,2.06674599647522,1.2466486692428589,11.773480415344238,-29.911237716674805,5.38100528717041,7.88230562210083,2.0543696880340576,0.0330430455505847,1.1960583925247192,6.642572402954102,3.0199880599975586,1.503255009651184,8.011577606201172,4.895104885101318,0.5908837914466858,6.397416591644287,6.583291530609131,0.4176926612854004,0.3867394924163818,0.5498296618461609,0.8044321537017822,2.8268163204193115,0.4133689701557159,3.434100389480591,-1.2973136901855469,-17.54831314086914,-0.7156934142112732,-30.677640914916992,-5.508663177490234,-2.747041940689087,-5.097750186920166,-2.998581886291504,1.9867603778839111,8.616737365722656,2.74070405960083,5.870453834533691,-19.973344802856445,-1.0030698776245115,-16.18398666381836,-1.1787402629852295,1.398104906082153,0.5283301472663879,0.0556567385792732,-0.001579146599397,0.0639306157827377,0.5456239581108093,-0.004734456539154,-3.9837486743927,0.1875065863132476,0.1891986578702926,0.754986047744751,0.1920112818479538,0.751808762550354,3.615055844134428,49.42178420717154,725.9014060943786,-23.872710421734713,-4.171332553082369,1.9080627411070816,12.0289772003356,25.12637405092154,-39.89061009889212,620.3369529693786,1.082431412237154,1.150957233812247,-2.367976535170258,-0.524504096256873,2.7340131518927024,"Acoustic deviation summary for Monica (compared to their typical baseline):
- F0 mean: +0.9σ (NORMAL)
- F0 range: +1.7σ (WIDE — emotional activation)
- Intensity: +0.0σ (NORMAL)
- Speech rate: +82% (FAST)
- Voice quality: shaky/unstable (jitter +1.1σ)"
