id,text,utterance,label,speaker,dialogue_id,utterance_id,season,episode,original_idx
meld_7_1,"What?! What is with everybody? Its Thanksgiving, not...Truth-Day!","What?! What is with everybody? Its Thanksgiving, not...Truth-Day!",angry,Ross,7,1,6,9,85
meld_8_0,"Yes, and it is my dying wish to have that ring.","Yes, and it is my dying wish to have that ring.",neutral,Phoebe,8,0,6,23,86
meld_8_1,"See, if Im not buried with that ring then my spirit is going to wander the nether world for all eternity","See, if Im not buried with that ring then my spirit is going to wander the nether world for all eternity",neutral,Phoebe,8,1,6,23,87
meld_8_2,"Okay, thats enough honey!","Okay, thats enough honey!",neutral,Chandler,8,2,6,23,88
meld_8_3,I dont know.  Let me see the ring.,I dont know.  Let me see the ring.,neutral,Customer,8,3,6,23,89
meld_8_4,"Great! Okay, here.","Great! Okay, here.",happy,Chandler,8,4,6,23,90
meld_8_5,All right.,All right.,neutral,Customer,8,5,6,23,91
meld_8_6,Thank you. Thank you. Thank you!  And,Thank you. Thank you. Thank you!  And,happy,Chandler,8,6,6,23,92
meld_9_0,What've you been up to?,What've you been up to?,neutral,Chandler,9,0,2,5,93
meld_9_1,"Oh, you know, the usual, teaching aerobics, partying way too much.","Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,Jade,9,1,2,5,94
meld_9_2,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.","Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,Jade,9,2,2,5,95
meld_9_3,Can you hold on a moment? I have another call.  I love her.,Can you hold on a moment? I have another call.  I love her.,happy,Chandler,9,3,2,5,96
meld_9_4,I know.,I know.,neutral,Ross,9,4,2,5,97
meld_9_5,I'm back.,I'm back.,neutral,Chandler,9,5,2,5,98
meld_9_6,"So, are we gonna get together or what?","So, are we gonna get together or what?",neutral,Jade,9,6,2,5,99
meld_9_7,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?","Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral,Chandler,9,7,2,5,100
meld_9_8,"Great, I'll see you then.","Great, I'll see you then.",neutral,Jade,9,8,2,5,101
meld_9_9,Ok.  Ok. Having a phone has finally paid off.,Ok.  Ok. Having a phone has finally paid off.,happy,Chandler,9,9,2,5,102
meld_9_10,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""","Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",neutral,Ross,9,10,2,5,103
meld_9_11,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.","I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",neutral,Chandler,9,11,2,5,104
meld_9_12,Oh my god. You are pure evil.,Oh my god. You are pure evil.,disgust,Ross,9,12,2,5,105
meld_9_13,"Ok, pure evil , horny and alone . I've done this","Ok, pure evil , horny and alone . I've done this",angry,Chandler,9,13,2,5,106
meld_10_0,Nobody!,Nobody!,angry,Phoebe,10,0,5,10,107
meld_10_1,Nobody respects the bucket!,Nobody respects the bucket!,angry,Phoebe,10,1,5,10,108
meld_10_2,You wouldn't believe what people put in here!,You wouldn't believe what people put in here!,angry,Phoebe,10,2,5,10,109
meld_10_3,Look!,Look!,angry,Phoebe,10,3,5,10,110
meld_10_4,"Okay, does this look like a garbage can to you?","Okay, does this look like a garbage can to you?",angry,Phoebe,10,4,5,10,111
meld_10_5,No.,No.,neutral,Monica,10,5,5,10,112
meld_11_0,This is my wedding.,This is my wedding.,neutral,Ross,11,0,4,23,113
meld_11_1,"All right, yknow what? We really are late! Lets go! Lets go! Lets go!!","All right, yknow what? We really are late! Lets go! Lets go! Lets go!!",angry,Monica,11,1,4,23,114
meld_11_2,Fine. Youll-youll watch it on video when we get back.,Fine. Youll-youll watch it on video when we get back.,neutral,Ross,11,2,4,23,115
meld_11_3,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,happy,Chandler,11,3,4,23,116
meld_11_4,Thank you.,Thank you.,neutral,Phoebe,11,4,4,23,117
meld_11_5,Thank you.,Thank you.,neutral,Phoebe,11,5,4,23,118
meld_11_6,"All right, lets go! Bye, Pheebs!","All right, lets go! Bye, Pheebs!",happy,Ross,11,6,4,23,119
meld_11_7,"Bye, Pheebs!","Bye, Pheebs!",happy,Joey,11,7,4,23,120
meld_11_8,London baby!!,London baby!!,happy,Joey,11,8,4,23,121
meld_11_9,"Oh, do you need a hug? You dont have to bring me anything!","Oh, do you need a hug? You dont have to bring me anything!",happy,Phoebe,11,9,4,23,122
meld_12_0,Hey!,Hey!,neutral,Chandler,12,0,6,4,123
meld_12_1,Hey! So Estelle lined up a bunch of auditions for me tomorrow and Ill have my health insurance back in no time.,Hey! So Estelle lined up a bunch of auditions for me tomorrow and Ill have my health insurance back in no time.,happy,Joey,12,1,6,4,124
meld_12_2,"Thats great, but shouldnt you be on the toilet right now?","Thats great, but shouldnt you be on the toilet right now?",disgust,Chandler,12,2,6,4,125
meld_12_3,What?!,What?!,surprise,Joey,12,3,6,4,126
meld_12_4,Whats wrong with you?,Whats wrong with you?,disgust,Chandler,12,4,6,4,127
meld_12_5,Nothing!,Nothing!,neutral,Joey,12,5,6,4,128
meld_12_6,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, havent been able to stand up since.","Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, havent been able to stand up since.",fear,Joey,12,6,6,4,129
meld_12_7,"But um, I dont think its anything serious.","But um, I dont think its anything serious.",neutral,Joey,12,7,6,4,130
meld_12_8,This sounds like a hernia. You have toyou-you go to the doctor!,This sounds like a hernia. You have toyou-you go to the doctor!,surprise,Chandler,12,8,6,4,131
meld_12_9,"No way! Kay look, if I have to go to the doctor for anything its gonna be for this thing sticking out of my stomach!","No way! Kay look, if I have to go to the doctor for anything its gonna be for this thing sticking out of my stomach!",fear,Joey,12,9,6,4,132
meld_12_10,Thats a hernia.,Thats a hernia.,disgust,Chandler,12,10,6,4,133
meld_12_11,Why did I have to start working out again?  Damn you 15s!,Why did I have to start working out again?  Damn you 15s!,angry,Joey,12,11,6,4,134
meld_13_0,I love your place! Where is this guy from?,I love your place! Where is this guy from?,happy,Mona,13,0,8,8,135
meld_13_1,Uh thats an eighteenth century Indian artifact from Calcutta.,Uh thats an eighteenth century Indian artifact from Calcutta.,neutral,Ross,13,1,8,8,136
meld_13_2,"Oh wow! So, youre more than just dinosaurs.","Oh wow! So, youre more than just dinosaurs.",surprise,Mona,13,2,8,8,137
meld_13_3,So much more.,So much more.,neutral,Ross,13,3,8,8,138
meld_14_0,"Well, well to sum up, were having fun, you look young.","Well, well to sum up, were having fun, you look young.",neutral,Ross,14,0,8,11,139
meld_14_1,Okay,Okay,neutral,Mona,14,1,8,11,140
meld_14_2,But thats not enough. So Soheres a key to my apartment.,But thats not enough. So Soheres a key to my apartment.,neutral,Ross,14,2,8,11,141
meld_14_3,Really?!,Really?!,surprise,Mona,14,3,8,11,142
meld_14_4,Really.,Really.,neutral,Ross,14,4,8,11,143
meld_14_5,You dont think this is too fast.,You dont think this is too fast.,neutral,Mona,14,5,8,11,144
meld_15_0,Get Out!,Get Out!,angry,Ross,15,0,9,23,145
meld_15_1,"Ross, can I talk to you for a minute?","Ross, can I talk to you for a minute?",neutral,Charlie,15,1,9,23,146
meld_15_2,"Yes, please!  So, what's going on?","Yes, please!  So, what's going on?",neutral,Ross,15,2,9,23,147
meld_15_3,"Uh, well... Joey and I broke up.","Uh, well... Joey and I broke up.",sad,Charlie,15,3,9,23,148
meld_15_4,"Oh my God, wh-what happened?","Oh my God, wh-what happened?",surprise,Ross,15,4,9,23,149
meld_15_5,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!","Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",sad,Charlie,15,5,9,23,150
meld_15_6,I knew that was him!,I knew that was him!,angry,Ross,15,6,9,23,151
meld_15_7,"Anyway I just, uh, I think it's for the best.","Anyway I just, uh, I think it's for the best.",sad,Charlie,15,7,9,23,152
meld_15_8,"Hey, you ok?","Hey, you ok?",neutral,Ross,15,8,9,23,153
meld_15_9,I guess.,I guess.,sad,Charlie,15,9,9,23,154
meld_15_10,There was hum...  there was another reason that I thought it was time to end it with Joey.,There was hum...  there was another reason that I thought it was time to end it with Joey.,neutral,Charlie,15,10,9,23,155
meld_15_11,I started to realize that I was having feelings for someone  else.,I started to realize that I was having feelings for someone  else.,neutral,Charlie,15,11,9,23,156
meld_15_12,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.","Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",neutral,Paleontologist,15,12,9,23,157
meld_15_13,"Oh, professor Clerk we're kind of in the middle of a conversation, here.","Oh, professor Clerk we're kind of in the middle of a conversation, here.",neutral,Ross,15,13,9,23,158
meld_15_14,"Yeah, can you guys just throw him in the pool later?","Yeah, can you guys just throw him in the pool later?",neutral,Charlie,15,14,9,23,159
meld_15_15,Or we could throw you both in,Or we could throw you both in,happy,Professore Clerk,15,15,9,23,160
meld_15_16,"Ok, gentlemen!","Ok, gentlemen!",angry,Ross,15,16,9,23,161
meld_15_17,Please!,Please!,angry,Ross,15,17,9,23,162
meld_15_18,Aren't we a little old for this?,Aren't we a little old for this?,angry,Ross,15,18,9,23,163
meld_15_19,"I mean, we're scientists, right?","I mean, we're scientists, right?",neutral,Ross,15,19,9,23,164
meld_15_20,We're academics.,We're academics.,angry,Ross,15,20,9,23,165
meld_15_21,And most importantly I... you-you will have to catch us first.,And most importantly I... you-you will have to catch us first.,happy,Ross,15,21,9,23,166
meld_15_22,"GO, GO, GO!","GO, GO, GO!",happy,Ross,15,22,9,23,167
meld_16_0,"Go, go, go!","Go, go, go!",happy,Ross,16,0,3,25,168
meld_16_1,"Oh yeah, now everybody wants to be under this hat!","Oh yeah, now everybody wants to be under this hat!",happy,Rachel,16,1,3,25,169
meld_16_2,Oy!!,Oy!!,disgust,Phoebe,16,2,3,25,170
meld_16_3,Whats with all this sand?,Whats with all this sand?,surprise,Monica,16,3,3,25,171
meld_16_4,"Oh, yeah, Bob said there might be flood damage.","Oh, yeah, Bob said there might be flood damage.",neutral,Phoebe,16,4,3,25,172
meld_16_5,"Yeah, either that, or he has a really big cat.","Yeah, either that, or he has a really big cat.",neutral,Ross,16,5,3,25,173
meld_17_0,"Okay, see that blind guy right there? I'm gonna bash his head in later.","Okay, see that blind guy right there? I'm gonna bash his head in later.",angry,Joey,17,0,5,19,174
meld_17_1,"Oh umm, my big scene is coming up. Big scene coming up.","Oh umm, my big scene is coming up. Big scene coming up.",happy,Joey,17,1,5,19,175
meld_17_2,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?","If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",neutral,Chandler,17,2,5,19,176
meld_17_3,Rach? What are you doing?,Rach? What are you doing?,neutral,Monica,17,3,5,19,177
meld_17_4,"Oh boy, I just can't watch. It's too scary!","Oh boy, I just can't watch. It's too scary!",fear,Rachel,17,4,5,19,178
meld_17_5,It's a diaper commercial.,It's a diaper commercial.,neutral,Monica,17,5,5,19,179
meld_17_6,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!","Oh yeah well, you know me, babies, responsibilities, ahhh!!!",fear,Rachel,17,6,5,19,180
meld_17_7,Pizza delivery!,Pizza delivery!,happy,Caitlin,17,7,5,19,181
meld_17_8,I'll get it! I will get that!,I'll get it! I will get that!,happy,Ross,17,8,5,19,182
meld_17_9,Hi!,Hi!,happy,Caitlin,17,9,5,19,183
meld_17_10,Hi!,Hi!,happy,Ross,17,10,5,19,184
meld_18_0,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?","Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",neutral,Ross,18,0,5,21,185
meld_18_1,"Uhh, the ball thing.","Uhh, the ball thing.",neutral,Joey,18,1,5,21,186
meld_18_2,Yeah?,Yeah?,neutral,Ross,18,2,5,21,187
meld_18_3,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!","Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",happy,Joey,18,3,5,21,188
meld_18_4,"Uhh,","Uhh,",neutral,Ross,18,4,5,21,189
meld_18_5,Okay!,Okay!,happy,Joey,18,5,5,21,190
meld_18_6,Uh-oh.,Uh-oh.,fear,Joey,18,6,5,21,191
meld_18_7,What?,What?,neutral,Ross,18,7,5,21,192
meld_18_8,I have to pee. And Rachel's in the bathroom!,I have to pee. And Rachel's in the bathroom!,sad,Joey,18,8,5,21,193
meld_18_9,"Man, I didn't think we were gonna make it!","Man, I didn't think we were gonna make it!",surprise,Joey,18,9,5,21,194
meld_18_10,"I know!  Don't switch hands, okay?","I know!  Don't switch hands, okay?",fear,Ross,18,10,5,21,195
meld_19_0,Hey.,Hey.,neutral,Joey,19,0,1,1,196
meld_19_1,Hey!,Hey!,neutral,Phoebe,19,1,1,1,197
meld_20_0,How did it go with Erin?,How did it go with Erin?,neutral,Rachel,20,0,7,7,198
meld_20_1,"Oh, unbelievable! We had the best time!","Oh, unbelievable! We had the best time!",happy,Joey,20,1,7,7,199
meld_20_2,"Yay!! Oh so, youre not, youre not mad at us anymore?","Yay!! Oh so, youre not, youre not mad at us anymore?",happy,Phoebe,20,2,7,7,200
meld_20_3,No!,No!,happy,Joey,20,3,7,7,201
meld_20_4,No!,No!,happy,Joey,20,4,7,7,202
meld_20_5,No!,No!,happy,Joey,20,5,7,7,203
meld_20_6,You guys were totally right!,You guys were totally right!,happy,Joey,20,6,7,7,204
meld_20_7,This is so much better than the first time we went out.,This is so much better than the first time we went out.,happy,Joey,20,7,7,7,205
meld_20_8,Yknow?,Yknow?,neutral,Joey,20,8,7,7,206
meld_20_9,"That was so awkward, we were really nervous.","That was so awkward, we were really nervous.",neutral,Joey,20,9,7,7,207
meld_20_10,Didnt you sleep together?,Didnt you sleep together?,neutral,Phoebe,20,10,7,7,208
meld_20_11,"Yeah, that really calms me down.","Yeah, that really calms me down.",neutral,Joey,20,11,7,7,209
meld_20_12,And!,And!,happy,Joey,20,12,7,7,210
meld_20_13,We have so much in common!,We have so much in common!,happy,Joey,20,13,7,7,211
meld_20_14,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well thats a","She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well thats a",happy,Joey,20,14,7,7,212
meld_20_15,"Oh my God! Listen to you talkin about having kids. Oh my Joey.  Oh, please dont get married before I do.","Oh my God! Listen to you talkin about having kids. Oh my Joey.  Oh, please dont get married before I do.",surprise,Rachel,20,15,7,7,213
meld_20_16,Okay.,Okay.,neutral,Joey,20,16,7,7,214
meld_21_0,How does she do that?,How does she do that?,surprise,Monica,21,0,1,4,215
meld_21_1,I cannot sleep in a public place.,I cannot sleep in a public place.,neutral,Ross,21,1,1,4,216
meld_21_2,Would you look at her? She is so peaceful.,Would you look at her? She is so peaceful.,happy,Monica,21,2,1,4,217
meld_21_3,Oh! What what what! ...Hi.,Oh! What what what! ...Hi.,surprise,Phoebe,21,3,1,4,218
meld_21_4,"It's okay, y'know, you just nodded off again.","It's okay, y'know, you just nodded off again.",neutral,Ross,21,4,1,4,219
meld_21_5,What's going on with you?,What's going on with you?,surprise,Monica,21,5,1,4,220
meld_21_6,I got no sleep last night!,I got no sleep last night!,angry,Phoebe,21,6,1,4,221
meld_21_7,Why?,Why?,neutral,Ross,21,7,1,4,222
meld_21_8,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.","My grandmother has this new boyfriend, and they're both kind of insecure in bed.",disgust,Phoebe,21,8,1,4,223
meld_21_9,"Oh, and deaf.","Oh, and deaf.",neutral,Phoebe,21,9,1,4,224
meld_21_10,"So they're constantly, like, having to reassure each other that they're having a good time.","So they're constantly, like, having to reassure each other that they're having a good time.",neutral,Phoebe,21,10,1,4,225
meld_21_11,You have no idea how loud they are!,You have no idea how loud they are!,disgust,Phoebe,21,11,1,4,226
meld_21_12,"Well, if you want, you can stay with Rachel and me tonight.","Well, if you want, you can stay with Rachel and me tonight.",neutral,Monica,21,12,1,4,227
meld_21_13,Thanks.,Thanks.,happy,Phoebe,21,13,1,4,228
meld_22_0,Ew! What is that? Something exploded!,Ew! What is that? Something exploded!,disgust,Joey,22,0,1,23,229
meld_22_1,"It's just her water breaking. Calm down, will you?","It's just her water breaking. Calm down, will you?",neutral,Nurse,22,1,1,23,230
meld_22_2,"Water breaking, what do you mean? What's that, water breaking?","Water breaking, what do you mean? What's that, water breaking?",surprise,Joey,22,2,1,23,231
meld_22_3,"Breathe, breathe, breathe.","Breathe, breathe, breathe.",neutral,Nurse,22,3,1,23,232
meld_23_0,"Are you insane? I mean Joey, is going to kill you, hes actually going to kill you dead.","Are you insane? I mean Joey, is going to kill you, hes actually going to kill you dead.",surprise,Monica,23,0,3,11,233
meld_23_1,Okay! You dont think I thought of that?,Okay! You dont think I thought of that?,angry,Chandler,23,1,3,11,234
meld_23_2,How can you not know which one?,How can you not know which one?,surprise,Phoebe,23,2,3,11,235
meld_23_3,I mean thats unbelievable.,I mean thats unbelievable.,happy,Rachel,23,3,3,11,236
meld_23_4,"I mean, was it Gina?","I mean, was it Gina?",neutral,Monica,23,4,3,11,237
meld_23_5,Which one is Gina?,Which one is Gina?,neutral,Ross,23,5,3,11,238
meld_23_6,"Dark, big hair, with the airplane earrings.","Dark, big hair, with the airplane earrings.",neutral,Rachel,23,6,3,11,239
meld_23_7,"No, no, no, thats Dina.","No, no, no, thats Dina.",neutral,Monica,23,7,3,11,240
meld_23_8,"You see you cant tell which one is which either, dwha!!","You see you cant tell which one is which either, dwha!!",surprise,Chandler,23,8,3,11,241
meld_24_0,"I dont know, you thought See you Saturday was funny.","I dont know, you thought See you Saturday was funny.",neutral,Rachel,24,0,3,14,242
meld_24_1,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.","Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",neutral,Rachel,24,1,3,14,243
meld_24_2,You guys would never want to go to a lecture with me.,You guys would never want to go to a lecture with me.,neutral,Rachel,24,2,3,14,244
meld_24_3,Pa-haa!! I would love to go with you.,Pa-haa!! I would love to go with you.,happy,Ross,24,3,3,14,245
meld_24_4,Really!?,Really!?,surprise,Rachel,24,4,3,14,246
meld_24_5,"Yeah, hey I-I have clothes, I even pick them out.","Yeah, hey I-I have clothes, I even pick them out.",neutral,Ross,24,5,3,14,247
meld_24_6,"I mean for, for all you know I could be a fashion..... monger.","I mean for, for all you know I could be a fashion..... monger.",neutral,Ross,24,6,3,14,248
